law,weights,replicate,ess,max_weight,D4,moment_error,success,condition,I1,I2,I3,I4
unimodal,equal,8,400.00000000000006,0.0025,1.0239900197465022,5.7749471871204605e-11,True,668.5524694999231,1.0161429117161749,0.0019227064435001218,0.0014670988819411868,0.004457302704885979
unimodal,pareto,8,111.30340954967393,0.06088627236133892,1.00677963368754,3.689160088526933e-12,True,899.6004631214867,1.0027325335679649,0.0026851032760677462,0.0006401135056841589,0.0007218833378233036
unimodal,equal,9,400.00000000000006,0.0025,1.0428494909094592,5.129230373768223e-13,True,97923.34541535533,1.0274341333054027,0.00808022892452298,0.0022060339495397763,0.005129094729993788
unimodal,pareto,9,158.86331225262214,0.03032751924954807,1.122127903366926,2.5359714328487826e-12,True,82414.8715764713,1.112207904391636,0.006707220536053882,0.002606583038798682,0.0006061954004374925
unimodal,equal,10,400.00000000000006,0.0025,1.0195845185930041,1.05669251126983e-10,True,40206.54811855847,1.0150991206047073,0.0033895303440987234,0.0004637584915854198,0.0006321091526126921
unimodal,pareto,10,91.46304189412336,0.05388305423298629,1.007174780616074,2.5989543850357677e-11,True,99828.01945779596,0.9814711621979471,0.003115437140797539,0.010274304382228205,0.012313876895101217
unimodal,equal,11,400.00000000000006,0.0025,1.0414165012365935,1.2352230349677029e-11,True,4692.801033011429,1.0358273917666736,0.0013723272088865812,0.0028328226424183534,0.0013839596186149272
unimodal,pareto,11,44.21493186146073,0.1282131381051484,1.1510535285861394,9.492950869827155e-11,True,43187.55596906359,1.134285541211577,0.0010967729771405033,0.001368696201229369,0.014302518196192437
unimodal,equal,12,400.00000000000006,0.0025,1.1343959321888333,2.6859403590151487e-11,True,481.8798914981859,1.1251148649681424,0.006380324654055691,0.0006451749587390587,0.002255567607896136
unimodal,pareto,12,133.06875904313148,0.03533446104509491,1.2012106382935368,2.3271384819167906e-12,True,1008.7734582801716,1.1888290157791053,0.008198003213551353,0.0012800542474908916,0.00290356505338929
